SELECT * WHERE {?a0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?C0.
 ?a0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?C2.
 ?C1 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C3.
 ?C6 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C7. 
?C0 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C1. 
?C5 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C6.
 ?C3 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C4. 
?C2 <http://www.w3.org/2000/01/rdf-schema#subClassOf> ?C5.
 ?C4 <http://www.w3.org/2002/07/owl#disjointWith> ?C7. }
a0,C0,C2,C1,C3,C6,C7,C5,C4
http://dbpedia.org/resource/Seminole_Golf_Club,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sharq_(TV_channel),http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sherman_Free_Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sherwood_Public_Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sherborn_Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Shwe_Indein_Pagoda,http://dbpedia.org/ontology/Band,http://dbpedia.org/ontology/HistoricBuilding,http://dbpedia.org/ontology/Group,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sierra_Academy_of_Aeronautics,http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/Airport,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Simon_Fairfield_Public_Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sinus_Holding_Wind_Farm,http://dbpedia.org/ontology/Band,http://dbpedia.org/ontology/PowerStation,http://dbpedia.org/ontology/Group,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Snowdrift,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Sol_Television,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Soprano_(software),http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/'60s_on_6,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/'50s_on_5,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/'80s_on_8,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/CKNX-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Chișinău_International_Airport,http://dbpedia.org/ontology/President,http://dbpedia.org/ontology/Airport,http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Dickens_Hill,http://dbpedia.org/ontology/SoapCharacter,http://dbpedia.org/ontology/Prison,http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/National_Museum_of_Iran,http://dbpedia.org/ontology/University,http://dbpedia.org/ontology/Museum,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WMMS,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WGN-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WVCO,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/CHEK-DT,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Chinese_Television_System,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/ZeroMQ,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Argentine_División_Intermedia,http://dbpedia.org/ontology/SoccerLeague,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Siwanoy_Country_Club,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Waterman_Gymnasium,http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Edge_Hall_Road,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Leavey_Center,http://dbpedia.org/ontology/University,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WPXN-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WDCW,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WYBF,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WIOD,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KCWE,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KPAX-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KBXD,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KGO-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WPNT,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WADO,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WVAH-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WPGH-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KTTU_(TV),http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KMYS,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WYBG,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WQBA,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WTEM,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Bucheon_Stadium,http://dbpedia.org/ontology/Band,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/Group,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KFRE-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Shanghai_Indoor_Stadium,http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KXTG,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KSKN,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KGW,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KMTV-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KXTU-LD,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KTVB,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Barsebäck_Golf_&_Country_Club,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KMCI-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KTVN,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KRQE,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WAMA_(AM),http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WFTS-TV,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KLAT,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/KLRX,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WHB,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Chilevisión,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WMGG,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/WDAS_(AM),http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Assembly_(CLI),http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/RKB_Mainichi_Broadcasting,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/W23BZ-D,http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Patten_Gymnasium,http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Stade_Olympique_Yves-du-Manoir,http://dbpedia.org/ontology/RugbyPlayer,http://dbpedia.org/ontology/Stadium,http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Pomonok_Country_Club,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
http://dbpedia.org/resource/Hershey_Country_Club,http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/Agent
