C6,C10,C3,C5,C7,C9,C4,C2,C1,C0,C8,a0
http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/NascarDriver,http://dbpedia.org/ontology/RacingDriver,http://dbpedia.org/ontology/MotorsportRacer,http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Elliott_Forbes-Robinson
