a0,C0,C3,C1,C2,C4,C5
http://dbpedia.org/resource/Murray_Henderson_(footballer),http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Tom_Barras,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Steele_Von_Hoff,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Nova_Scotia_Railway,http://dbpedia.org/ontology/RailwayLine,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Mad_River_(band),http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Manuel_Vázquez_Hueso,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Marcel_Dussault,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Rinus_Paul,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Mario_Bruschera,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Mario_Wilfredo_Contreras,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Mark_Scanlon_(cyclist),http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Market_Street_Railway_(nonprofit),http://dbpedia.org/ontology/RailwayLine,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Massimo_Podenzana,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Mathias_Møller_Nielsen,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Max_van_Heeswijk,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Infrastructure,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Place
