a0,C0,C3,C1,p0,C2,a1
http://dbpedia.org/resource/Miami_High_School_(Arizona),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,4739 E. Ragus Road
http://dbpedia.org/resource/Léman_Manhattan_Preparatory_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"41 Broad Street, New York, NY 10004"
http://dbpedia.org/resource/Marietta_City_Schools_(Georgia),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,250 Howard Street
http://dbpedia.org/resource/Norfolk_County_Agricultural_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,400 Main Street
http://dbpedia.org/resource/Northridge_High_School_(Dayton_Ohio),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2251 Timber Ln.
http://dbpedia.org/resource/Northumberland_County_Career_Technology_Center,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1700-2000 West Montgomery Street
http://dbpedia.org/resource/Northland_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Wellington,"
http://dbpedia.org/resource/National_Neili_Senior_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,No. 120 Chengzhang 4th St
http://dbpedia.org/resource/Northpoint_Christian_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,7400 Getwell Road
http://dbpedia.org/resource/Northside_Christian_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2655 Schrock Road
http://dbpedia.org/resource/Northglade_Montessori_Magnet_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1914 Cobb Avenue
http://dbpedia.org/resource/Northville_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,45700 Six Mile Road
http://dbpedia.org/resource/Northlight_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"151 Towner Road, Singapore 327830"
http://dbpedia.org/resource/Northview_High_School_(California),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1016 W. Cypress Ave
http://dbpedia.org/resource/Norkam_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,730 12th St
http://dbpedia.org/resource/Northridge_High_School_(Layton_Utah),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2430 N Hillfield Road
http://dbpedia.org/resource/Newberg_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2400 Douglas Avenue
http://dbpedia.org/resource/Northridge_Academy_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,9601 Zelzah Ave
http://dbpedia.org/resource/Northside_Methodist_Academy,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2600 Redmond Road
http://dbpedia.org/resource/Northland_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Northland,"
http://dbpedia.org/resource/Northside_Christian_School_(North_Charleston_SC),http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,7800 Northside Dr.
http://dbpedia.org/resource/Northland_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"14 Harbour View Road,"
http://dbpedia.org/resource/Northview_Heights_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,550 Finch Ave. W
http://dbpedia.org/resource/Norfork_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,136 Mildred Simpson Drive
http://dbpedia.org/resource/Northridge_High_School_(Johnstown_Ohio),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,6066 Johnstown Utica Road North
http://dbpedia.org/resource/The_Affiliated_Jhongli_Senior_High_School_of_National_Central_University,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"No.115, Sanguang Rd."
http://dbpedia.org/resource/Northpoint_Training_Center,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,710 Walter Reed Rd
http://dbpedia.org/resource/Northside_Christian_School_(North_Charleston_SC),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,7800 Northside Dr.
http://dbpedia.org/resource/Northland_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1919 Northcliff Drive
http://dbpedia.org/resource/Narrows_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1 Green Wave Lane
http://dbpedia.org/resource/Northridge_High_School_(Colorado),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,100 71st Avenue
http://dbpedia.org/resource/Sherwood_High_School_(Oregon),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,16956 Meinecke Road
http://dbpedia.org/resource/Northside_School_(Fargo_Texas),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,18040 Highway 283 North
http://dbpedia.org/resource/Northland_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,New Zealand
http://dbpedia.org/resource/Northview_High_School_(Georgia),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,10625 Parsons Road
http://dbpedia.org/resource/Northshore_Junior_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,12101 NE 160th St.
http://dbpedia.org/resource/Northgate_High_School_(Walnut_Creek_California),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,425 Castle Rock Road
http://dbpedia.org/resource/Northmor_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,7819 State Route 19
http://dbpedia.org/resource/Père_Gabriel_Richard_Elementary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,176 McKinley Ave.
http://dbpedia.org/resource/Northern_Potter_Junior_Senior_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,763 Northern Potter Road
http://dbpedia.org/resource/Regis_High_School_(Stayton_Oregon),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,550 West Regis Street
http://dbpedia.org/resource/Northern_University_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1901 Campus Street
http://dbpedia.org/resource/Robert_Browning_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,130 Browning Blvd.
http://dbpedia.org/resource/Northwest_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1415 Summit Ave
http://dbpedia.org/resource/RAJUK_Uttara_Model_College,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"RAJUK College Road, Sector#6"
http://dbpedia.org/resource/Northern_Secondary_School_(Sturgeon_Falls),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,175 Ethel Street
http://dbpedia.org/resource/Royal_College_Curepipe,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,Royal Road
http://dbpedia.org/resource/Northern_York_County_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,149 S. Baltimore Street
http://dbpedia.org/resource/Northville_High_School_(New_York),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,131 South Third Street
http://dbpedia.org/resource/Pickens_County_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,159 Stegall Drive
http://dbpedia.org/resource/Northern_Potter_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,745 SR 49 Northern Potter Road
http://dbpedia.org/resource/Rochester_Community_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1 Zebra Lane
http://dbpedia.org/resource/Northern_Westmoreland_Career_and_Technology_Center,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,705 Stevenson Blvd.
http://dbpedia.org/resource/Rayongwittayakhompaknam_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"9/13 Adulthamapraphat Road, Paknam,"
http://dbpedia.org/resource/Northern_Tioga_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,117 Coates Avenue
http://dbpedia.org/resource/Rappahannock_County_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,12576Lee Highway
http://dbpedia.org/resource/PAREF_Northfield_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"107 Sct. Gandia St. corner Sct. Torillo St., Brgy. Sacred Heart, QC"
http://dbpedia.org/resource/Omro_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,455 Fox Trail
http://dbpedia.org/resource/Sapphawitthayakhom_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"51,Prasatwithi Rd.,Mae Sot,Tak Province,Thailand"
http://dbpedia.org/resource/Rishra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"West Bengal,India"
http://dbpedia.org/resource/Rishra_Brahmananda_Keshab_Chandra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,Serampore subdivision
http://dbpedia.org/resource/Rison_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,700 Main Street
http://dbpedia.org/resource/Savanna_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,301 North Gilbert Street
http://dbpedia.org/resource/Rishra_Brahmananda_Keshab_Chandra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"West Bengal,India"
http://dbpedia.org/resource/Samoa_Adventist_College,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,Lalovaea
http://dbpedia.org/resource/Rehoboth_Christian_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,7B Tse Yaaniichii Lane
http://dbpedia.org/resource/Rising_Sun_High_School_(Indiana),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,120 South Henrietta Street
http://dbpedia.org/resource/Savio_Preparatory_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,145 Byron Street
http://dbpedia.org/resource/Rising_Sun_High_School_(Maryland),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,100
http://dbpedia.org/resource/Savar_Cantonment_Public_School_and_College,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,Aricha Road
http://dbpedia.org/resource/Rishra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"4 &15 Tilakram Daw Ghat Lane, P.O:Rishra, Dist:Hooghly- 712248"
http://dbpedia.org/resource/Sampiro_National_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Sampiro,"
http://dbpedia.org/resource/Rishra_Brahmananda_Keshab_Chandra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"K.C. Sen Road, Rishra"
http://dbpedia.org/resource/Sahyadri_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Tiwai Hill,Rajgurunagar"
http://dbpedia.org/resource/Rishra_Brahmananda_Keshab_Chandra_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"P.O- Morepukur, Dist-Hooghly- 712250"
http://dbpedia.org/resource/Saskatoon_Christian_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Site 510, Box 8, RR5"
http://dbpedia.org/resource/Rising_Star_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,905 North Main Street
http://dbpedia.org/resource/Scott_Collegiate,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,3350 7th Avenue
http://dbpedia.org/resource/Sherrard_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,4701 176th Avenue
http://dbpedia.org/resource/Semiahmoo_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1785 148th Street
http://dbpedia.org/resource/Schley_County_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,204 Perry Drive
http://dbpedia.org/resource/Sharyland_North_Junior_High,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,5100 Dove Avenue
http://dbpedia.org/resource/Seaford_High_School_(New_York),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1575 Seamans Neck Road
http://dbpedia.org/resource/Sheryl_Searcy_Ninth_Grade_Center,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,3775 South Main
http://dbpedia.org/resource/Séminaire_Sainte-Marie,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"5655, Boul. des Hêtres"
http://dbpedia.org/resource/Seabury_Hall,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,480 Olinda Road
http://dbpedia.org/resource/Sherwood_Christian_Academy,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,USA
http://dbpedia.org/resource/Science_and_Math_Institute_(Tacoma),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,5502 Five Mile Drive
http://dbpedia.org/resource/Wallaceburg_District_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,920 Elgin Street
http://dbpedia.org/resource/Sembawang_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"30 Sembawang Crescent,"
http://dbpedia.org/resource/Sir_John_A._Macdonald_Collegiate_Institute,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,2300 Pharmacy Avenue
http://dbpedia.org/resource/Seagraves_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1801 Avenue K
http://dbpedia.org/resource/Shatin_Tsung_Tsin_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"1 Mei Tin Road,Tai Wai,Sha Tin District, Hong Kong"
http://dbpedia.org/resource/Washingtonville_High_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,54West Main St
http://dbpedia.org/resource/Sherwood_Christian_Academy,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Albany, Georgia 31721"
http://dbpedia.org/resource/Seminole_County_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,800 South Woolfork Avenue
http://dbpedia.org/resource/The_Schilling_School_for_Gifted_Children,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,8100 Cornell Road
http://dbpedia.org/resource/Sembawang_Secondary_School,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,Singapore 757704
http://dbpedia.org/resource/Sherman_Junior/Senior_High_School_(Moro_Oregon),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,65912 High School Loop
http://dbpedia.org/resource/Science_Focus_Program,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1222 S. 27th Street
http://dbpedia.org/resource/Sherwood_Christian_Academy,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1418 Old Pretoria Rd.
http://dbpedia.org/resource/Sharpsville_Area_School_District,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,1 Blue Devil Way
http://dbpedia.org/resource/Seacoast_Christian_Academy,http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,9100 Regency Square Boulevard
http://dbpedia.org/resource/Shiv_Shikshan_Sanstha's_School_(Eng._Med.),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,"Plot No. 99-101, Scheme No. 6, Road No. 24C"
http://dbpedia.org/resource/Sheridan_High_School_(Oregon),http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/address,http://dbpedia.org/ontology/Organisation,433 S. Bridge Street
