a1,C0,C1,C2,p0,a0
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Something_About_Us
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/When_the_Angels_Sing
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/All_Cried_Out_(Alison_Moyet_song)
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Reason_(No_Angels_song)
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Atlantis_(song)
http://dbpedia.org/resource/Lake_Starnberg,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Daylight_in_Your_Eyes
http://dbpedia.org/resource/Alonzo_Drake__1,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/CareerStation,http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Alonzo_Drake
http://dbpedia.org/resource/Burdur,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/resource/Lake_Burdur
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Guinea
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/African_Slave_Trade_Patrol
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Blockade_of_Africa
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_for_Lake_Tanganyika
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/United_States_Exploring_Expedition
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/African_theatre_of_World_War_I
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Kirina
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Seven_Years'_War
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Cape_Lopez
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/billed,http://dbpedia.org/resource/One_Man_Gang
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Discovery_World_(TV_channel)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Peace_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/M-Net
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/RDP_Internacional
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Emmanuel_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/BBC_First
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Ogun_State_Television
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Boomerang_(EMEA)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/TVC_News
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/AAP_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Rai_Italia
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/RASD_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/MTA_2
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/947_(radio_station)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Sadhna_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/MSNBC
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Discovery_Channel_Europe
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Televisão_Pública_de_Angola__TPA_1__1
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Animal_Planet_Europe
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Horn_Cable_Television
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/BET_International
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Stingray_Music_International
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Israeli_Network
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Africa_Independent_Television
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/IConcerts
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Discovery_Science_(TV_channel)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Nickelodeon_(Africa)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Maasranga_Television
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/JimJam
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/SuperSport_(South_African_TV_channel)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Crime_&_Investigation_Network_(Europe)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Disney_XD_(Europe)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/BBC_Entertainment
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Nautical_Channel
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/ERT_World
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/U-Pop
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/94.5_Kfm
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Lebanese_Broadcasting_Corporation_International
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Africable
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Radio_Exterior
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/ITV_Choice
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/CCTV_Africa
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/SIC_Internacional
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/CBS_Action
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Mohona_TV
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/Cartoon_Network_(Greece)
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/resource/BBC_Food
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/spokenIn,http://dbpedia.org/resource/Dutch_language
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Maison_Des_Jeunes
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/origin,http://dbpedia.org/resource/Sjambok
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/origin,http://dbpedia.org/resource/Rhino_Horn_banana
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/origin,http://dbpedia.org/resource/Fatalii
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/destination,http://dbpedia.org/resource/Air_2000
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/populationPlace,http://dbpedia.org/resource/Sahrawi_people
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/populationPlace,http://dbpedia.org/resource/Hakka_people
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/destination,http://dbpedia.org/resource/Cal_Air_International
http://dbpedia.org/resource/Africa,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/populationPlace,http://dbpedia.org/resource/Kingdom_of_Sanwi
http://dbpedia.org/resource/Bien_Hoa_Air_Base,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/garrison,http://dbpedia.org/resource/161st_Independent_Reconnaissance_Flight_(Australia)
http://dbpedia.org/resource/Trbovlje,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Dobrodošli_na_okean
http://dbpedia.org/resource/Yüksekova,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/2011_Hakkâri_attack
http://dbpedia.org/resource/Muharraq,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/resource/Bahrain_Air
http://dbpedia.org/resource/Muharraq,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/resource/Gulf_Air
http://dbpedia.org/resource/Muharraq,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/resource/DHL_International_Aviation_ME
http://dbpedia.org/resource/Violin,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Stones_Grow_Her_Name
http://dbpedia.org/resource/James_Island_(South_Carolina),http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Grimball's_Causeway
http://dbpedia.org/resource/James_Island_(South_Carolina),http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Grimball's_Landing
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Bothwell_Bridge
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/place,http://dbpedia.org/resource/Battle_of_Drumclog
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Carnwath_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Dalserf_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Merryton_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Blantyre_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Strathaven_North_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Larkhall_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Carluke_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Hairmyres_railway_station
http://dbpedia.org/resource/South_Lanarkshire,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Auchengray_railway_station
